grade,model,prompt,student_id,mean_acc,std_acc,n_reps
4,claude-sonnet-4-5-20250929,combined,0,0.3232323232323233,0.0,1
4,claude-sonnet-4-5-20250929,combined,1,0.494949494949495,0.0,1
4,claude-sonnet-4-5-20250929,combined,2,0.6262626262626263,0.0,1
4,claude-sonnet-4-5-20250929,combined,3,0.6060606060606061,0.0,1
4,claude-sonnet-4-5-20250929,combined,4,0.6666666666666666,0.0,1
4,claude-sonnet-4-5-20250929,combined,5,0.7474747474747475,0.0,1
4,claude-sonnet-4-5-20250929,combined,6,0.8181818181818182,0.0,1
4,claude-sonnet-4-5-20250929,combined,7,0.8282828282828283,0.0,1
4,claude-sonnet-4-5-20250929,combined,8,0.6868686868686869,0.0,1
4,claude-sonnet-4-5-20250929,combined,9,0.7070707070707071,0.0,1
4,claude-sonnet-4-5-20250929,combined,10,0.696969696969697,0.0,1
4,claude-sonnet-4-5-20250929,combined,11,0.7272727272727273,0.0,1
4,claude-sonnet-4-5-20250929,combined,12,0.8080808080808081,0.0,1
4,claude-sonnet-4-5-20250929,combined,13,0.898989898989899,0.0,1
4,claude-sonnet-4-5-20250929,combined,14,0.9292929292929293,0.0,1
4,claude-sonnet-4-5-20250929,combined,15,0.898989898989899,0.0,1
4,claude-sonnet-4-5-20250929,few_shot,0,0.7878787878787878,0.0,1
4,claude-sonnet-4-5-20250929,few_shot,1,0.9292929292929293,0.0,1
4,claude-sonnet-4-5-20250929,few_shot,2,0.9393939393939394,0.0,1
4,claude-sonnet-4-5-20250929,few_shot,3,0.9191919191919192,0.0,1
4,claude-sonnet-4-5-20250929,few_shot,4,0.9090909090909091,0.0,1
4,claude-sonnet-4-5-20250929,few_shot,5,0.9393939393939394,0.0,1
4,claude-sonnet-4-5-20250929,few_shot,6,0.9494949494949495,0.0,1
4,claude-sonnet-4-5-20250929,few_shot,7,0.9595959595959596,0.0,1
4,claude-sonnet-4-5-20250929,few_shot,8,0.898989898989899,0.0,1
4,claude-sonnet-4-5-20250929,few_shot,9,0.9191919191919192,0.0,1
4,claude-sonnet-4-5-20250929,few_shot,10,0.9090909090909091,0.0,1
4,claude-sonnet-4-5-20250929,few_shot,11,0.9292929292929293,0.0,1
4,claude-sonnet-4-5-20250929,few_shot,12,0.898989898989899,0.0,1
4,claude-sonnet-4-5-20250929,few_shot,13,0.9292929292929293,0.0,1
4,claude-sonnet-4-5-20250929,few_shot,14,0.9494949494949495,0.0,1
4,claude-sonnet-4-5-20250929,few_shot,15,0.8888888888888888,0.0,1
