grade,model,prompt,skill,q0,q1,replicate
4,claude-sonnet-4-5-20250929,rule_based,Measurement & Data,0.9230769230769231,0.5,0
4,claude-sonnet-4-5-20250929,rule_based,Number & Operations in Base Ten,0.84,0.48,0
4,claude-sonnet-4-5-20250929,rule_based,Number & Operations—Fractions,1.0,0.041666666666666664,0
4,claude-sonnet-4-5-20250929,rule_based,Operations & Algebraic Thinking,0.8333333333333334,0.25,0
4,claude-sonnet-4-5-20250929,rule_based,Number & Operations in Base Ten,0.84,0.64,0
4,claude-sonnet-4-5-20250929,rule_based,Number & Operations—Fractions,1.0,0.041666666666666664,0
4,claude-sonnet-4-5-20250929,rule_based,Operations & Algebraic Thinking,0.8333333333333334,0.2916666666666667,0
4,claude-sonnet-4-5-20250929,rule_based,Measurement & Data,0.9230769230769231,0.7307692307692307,0
4,claude-sonnet-4-5-20250929,rule_based,Number & Operations—Fractions,1.0,0.08333333333333333,0
4,claude-sonnet-4-5-20250929,rule_based,Operations & Algebraic Thinking,0.8333333333333334,0.2916666666666667,0
4,claude-sonnet-4-5-20250929,rule_based,Number & Operations—Fractions,1.0,0.041666666666666664,0
4,claude-sonnet-4-5-20250929,rule_based,Operations & Algebraic Thinking,0.8333333333333334,0.3333333333333333,0
4,claude-sonnet-4-5-20250929,rule_based,Measurement & Data,0.9230769230769231,0.38461538461538464,0
4,claude-sonnet-4-5-20250929,rule_based,Number & Operations in Base Ten,0.84,0.48,0
4,claude-sonnet-4-5-20250929,rule_based,Operations & Algebraic Thinking,0.8333333333333334,0.16666666666666666,0
4,claude-sonnet-4-5-20250929,rule_based,Number & Operations in Base Ten,0.84,0.56,0
4,claude-sonnet-4-5-20250929,rule_based,Operations & Algebraic Thinking,0.8333333333333334,0.20833333333333334,0
4,claude-sonnet-4-5-20250929,rule_based,Measurement & Data,0.9230769230769231,0.6153846153846154,0
4,claude-sonnet-4-5-20250929,rule_based,Operations & Algebraic Thinking,0.8333333333333334,0.375,0
4,claude-sonnet-4-5-20250929,rule_based,Operations & Algebraic Thinking,0.8333333333333334,0.4166666666666667,0
4,claude-sonnet-4-5-20250929,rule_based,Measurement & Data,0.9230769230769231,0.6538461538461539,0
4,claude-sonnet-4-5-20250929,rule_based,Number & Operations in Base Ten,0.84,0.8,0
