grade,model,prompt,student_id,mean_acc,std_acc,n_reps
4,claude-sonnet-4-5-20250929,combined,0,0.2121212121212121,0.0,1
4,claude-sonnet-4-5-20250929,combined,1,0.18989898989898987,0.024115831083461256,5
4,claude-sonnet-4-5-20250929,combined,2,0.303030303030303,0.018897259529161325,5
4,claude-sonnet-4-5-20250929,combined,3,0.3737373737373737,0.020202020202020225,5
4,claude-sonnet-4-5-20250929,combined,4,0.4444444444444445,0.018897259529161308,5
4,claude-sonnet-4-5-20250929,combined,5,0.5212121212121212,0.023254271582265305,5
4,claude-sonnet-4-5-20250929,combined,6,0.5515151515151515,0.013551927136362385,5
4,claude-sonnet-4-5-20250929,combined,7,0.397979797979798,0.020945900356896696,5
4,claude-sonnet-4-5-20250929,combined,8,0.2585858585858586,0.011516923485849904,5
4,claude-sonnet-4-5-20250929,combined,9,0.32525252525252524,0.008451111379132062,5
4,claude-sonnet-4-5-20250929,combined,10,0.4141414141414142,0.015971099293779746,5
4,claude-sonnet-4-5-20250929,combined,11,0.3151515151515152,0.013170105869096326,5
4,claude-sonnet-4-5-20250929,combined,12,0.43030303030303035,0.011516923485849881,5
4,claude-sonnet-4-5-20250929,combined,13,0.4161616161616162,0.02979369940152052,5
4,claude-sonnet-4-5-20250929,combined,14,0.5555555555555556,0.007142492739258056,5
4,claude-sonnet-4-5-20250929,combined,15,0.6666666666666666,0.0,1
4,claude-sonnet-4-5-20250929,few_shot,0,0.4141414141414141,0.0,1
4,claude-sonnet-4-5-20250929,few_shot,1,0.5212121212121212,0.005532551085910784,5
4,claude-sonnet-4-5-20250929,few_shot,2,0.6808080808080808,0.011516923485849906,5
4,claude-sonnet-4-5-20250929,few_shot,3,0.5838383838383838,0.02614581637483798,5
4,claude-sonnet-4-5-20250929,few_shot,4,0.7151515151515151,0.008451111379132055,5
4,claude-sonnet-4-5-20250929,few_shot,5,0.703030303030303,0.015318940291013225,5
4,claude-sonnet-4-5-20250929,few_shot,6,0.696969696969697,0.012371160317086802,5
4,claude-sonnet-4-5-20250929,few_shot,7,0.7272727272727273,0.010101010101010112,5
4,claude-sonnet-4-5-20250929,few_shot,8,0.7252525252525253,0.00845111137913209,5
4,claude-sonnet-4-5-20250929,few_shot,9,0.6828282828282829,0.018349396085439337,5
4,claude-sonnet-4-5-20250929,few_shot,10,0.7696969696969697,0.011065102171821542,5
4,claude-sonnet-4-5-20250929,few_shot,11,0.7878787878787878,0.007142492739258082,5
4,claude-sonnet-4-5-20250929,few_shot,12,0.6424242424242425,0.011516923485849881,5
4,claude-sonnet-4-5-20250929,few_shot,13,0.7232323232323232,0.005532551085910805,5
4,claude-sonnet-4-5-20250929,few_shot,14,0.8222222222222223,0.005532551085910757,5
4,claude-sonnet-4-5-20250929,few_shot,15,0.797979797979798,0.0,1
4,claude-sonnet-4-5-20250929,rule_based,0,0.0505050505050505,0.0,1
4,claude-sonnet-4-5-20250929,rule_based,1,0.030303030303030304,0.007142492739258059,5
4,claude-sonnet-4-5-20250929,rule_based,2,0.04040404040404041,0.0,5
4,claude-sonnet-4-5-20250929,rule_based,3,0.08888888888888888,0.013170105869096251,5
4,claude-sonnet-4-5-20250929,rule_based,4,0.16363636363636364,0.008451111379132086,5
4,claude-sonnet-4-5-20250929,rule_based,5,0.15353535353535352,0.008451111379132072,5
4,claude-sonnet-4-5-20250929,rule_based,6,0.16969696969696968,0.014982219165849821,5
4,claude-sonnet-4-5-20250929,rule_based,7,0.26666666666666666,0.025353334137396214,5
4,claude-sonnet-4-5-20250929,rule_based,8,0.08888888888888888,0.008451111379132068,5
4,claude-sonnet-4-5-20250929,rule_based,9,0.09494949494949494,0.005532551085910759,5
4,claude-sonnet-4-5-20250929,rule_based,10,0.11313131313131312,0.013170105869096255,5
4,claude-sonnet-4-5-20250929,rule_based,11,0.2363636363636364,0.018349396085439368,5
4,claude-sonnet-4-5-20250929,rule_based,12,0.26464646464646463,0.01106510217182154,5
4,claude-sonnet-4-5-20250929,rule_based,13,0.4222222222222222,0.01317010586909634,5
4,claude-sonnet-4-5-20250929,rule_based,14,0.41010101010101,0.009034618090908293,5
4,claude-sonnet-4-5-20250929,rule_based,15,0.5858585858585859,0.0,1
5,claude-sonnet-4-5-20250929,combined,0,0.3535353535353535,0.0,1
5,claude-sonnet-4-5-20250929,combined,1,0.3151515151515151,0.021898468069372533,5
5,claude-sonnet-4-5-20250929,combined,2,0.27474747474747474,0.008451111379132036,5
5,claude-sonnet-4-5-20250929,combined,3,0.30101010101010095,0.013170105869096253,5
5,claude-sonnet-4-5-20250929,combined,4,0.1939393939393939,0.008451111379132068,5
5,claude-sonnet-4-5-20250929,combined,5,0.15151515151515152,0.014284985478516112,5
5,claude-sonnet-4-5-20250929,combined,6,0.15757575757575756,0.016902222758264158,5
5,claude-sonnet-4-5-20250929,combined,7,0.494949494949495,0.0,1
5,claude-sonnet-4-5-20250929,few_shot,0,0.5959595959595959,0.0,1
5,claude-sonnet-4-5-20250929,few_shot,1,0.8727272727272727,0.00903461809090827,5
5,claude-sonnet-4-5-20250929,few_shot,2,0.7535353535353535,0.019690493625876646,5
5,claude-sonnet-4-5-20250929,few_shot,3,0.7979797979797979,0.010101010101010107,5
5,claude-sonnet-4-5-20250929,few_shot,4,0.7191919191919192,0.01659765325773229,5
5,claude-sonnet-4-5-20250929,few_shot,5,0.8161616161616163,0.008451111379132101,5
5,claude-sonnet-4-5-20250929,few_shot,6,0.6989898989898989,0.013170105869096274,5
5,claude-sonnet-4-5-20250929,few_shot,7,0.7171717171717171,0.0,1
5,claude-sonnet-4-5-20250929,rule_based,0,0.06060606060606061,0.0,1
5,claude-sonnet-4-5-20250929,rule_based,1,0.08282828282828283,0.00451730904545412,5
5,claude-sonnet-4-5-20250929,rule_based,2,0.09090909090909091,0.007142492739258046,5
5,claude-sonnet-4-5-20250929,rule_based,3,0.13131313131313133,0.007142492739258059,5
5,claude-sonnet-4-5-20250929,rule_based,4,0.09494949494949494,0.009034618090908235,5
5,claude-sonnet-4-5-20250929,rule_based,5,0.06262626262626263,0.004517309045454119,5
5,claude-sonnet-4-5-20250929,rule_based,6,0.0505050505050505,0.007142492739258055,5
5,claude-sonnet-4-5-20250929,rule_based,7,0.2323232323232323,0.0,1
