grade,model,prompt,skill,k,q0,q1,r
4,deepseek-chat,combined,Skill 1,0,0.9615384615384615,0.5438034188034188,0.43444444444444447
4,deepseek-chat,combined,Skill 1,1,0.9615384615384616,0.9395604395604397,0.022857142857142847
4,deepseek-chat,combined,Skill 2,0,0.9200000000000002,0.5033333333333334,0.4528985507246377
4,deepseek-chat,combined,Skill 2,1,0.92,0.88,0.04347826086956525
4,deepseek-chat,combined,Skill 3,0,0.875,0.5590277777777778,0.3611111111111111
4,deepseek-chat,combined,Skill 3,1,0.875,0.886904761904762,-0.013605442176870736
4,deepseek-chat,combined,Skill 4,0,0.8333333333333334,0.6469907407407408,0.22361111111111112
4,deepseek-chat,combined,Skill 4,1,0.8333333333333334,0.8214285714285714,0.014285714285714296
4,deepseek-chat,few_shot,Skill 1,0,0.9615384615384615,0.9604700854700856,0.0011111111111111105
4,deepseek-chat,few_shot,Skill 1,1,0.9615384615384616,0.9549450549450551,0.0068571428571428525
4,deepseek-chat,few_shot,Skill 2,0,0.88,0.9122222222222223,-0.03661616161616163
4,deepseek-chat,few_shot,Skill 2,1,0.88,0.9108571428571428,-0.03506493506493508
4,deepseek-chat,few_shot,Skill 3,0,0.9583333333333334,0.9305555555555556,0.02898550724637686
4,deepseek-chat,few_shot,Skill 3,1,0.9583333333333335,0.9416666666666668,0.017391304347826105
4,deepseek-chat,few_shot,Skill 4,0,0.875,0.8136574074074074,0.07010582010582007
4,deepseek-chat,few_shot,Skill 4,1,0.875,0.861904761904762,0.014965986394557809
4,deepseek-chat,rule_based,Skill 1,0,0.9230769230769231,0.7457264957264957,0.19212962962962965
4,deepseek-chat,rule_based,Skill 1,1,0.923076923076923,0.9318681318681318,-0.009523809523809493
4,deepseek-chat,rule_based,Skill 2,0,0.9200000000000002,0.8011111111111111,0.12922705314009664
4,deepseek-chat,rule_based,Skill 2,1,0.92,0.8914285714285715,0.031055900621118036
4,deepseek-chat,rule_based,Skill 3,0,0.9166666666666666,0.9004629629629629,0.017676767676767634
4,deepseek-chat,rule_based,Skill 3,1,0.9166666666666665,0.944047619047619,-0.029870129870129932
4,deepseek-chat,rule_based,Skill 4,0,0.9166666666666666,0.3645833333333333,0.6022727272727273
4,deepseek-chat,rule_based,Skill 4,1,0.9166666666666665,0.8380952380952381,0.08571428571428566
